question,step,k,acc_mean,acc_std,n_full,n_partial,n_wrong,score_mean,score_var,score_std,iou_mean,iou_max,zero_acc_var,zero_score_var
"Immediately after the elderly women pose together on the indoor basketball court, which athletic activity by another older woman is shown next?",134,16,0.0312,0.121,0,1,15,0.702,0.03902,0.1975,0.1708,0.4167,0,0
Which kitchen tool is shown in solitary focus against a plain white background right before the scene switches to the woman pressing a lime with a wooden muddler?,144,16,0.0312,0.121,0,1,15,0.6431,0.0229,0.1513,0.1118,0.3007,0,0
"Following the moment when a man kneels to adjust the exercise bike’s pedal plate, which heart-rate monitoring device is later highlighted during another man’s elliptical workout?",183,16,0.0312,0.121,0,1,15,0.5312,0.01465,0.121,0.0,0.0,0,0
What color is the shopping basket into which the shopper drops wrapped candies taken from a brown paper bag in the candy aisle?,205,16,0.0312,0.121,0,1,15,0.5312,0.01465,0.121,0.0,0.0,0,0
"After earlier shots where the camera repeatedly pans up to the ceiling-mounted smoke detector, what object is later seen reflected in the window during the subsequent darkened scene?",230,16,0.0312,0.121,0,1,15,0.5312,0.01465,0.121,0.0,0.0,0,0
Which handheld device is the mechanic pressing with his left hand while his right hand adjusts the wheel assembly during the maintenance sequence?,210,16,0.0312,0.121,0,1,15,0.5373,0.01453,0.1205,0.006,0.0482,0,0
"After the shopper selects a $5 bouquet from the basket near the ATM, which fruit does the camera later highlight when it pans over the wooden produce baskets?",234,16,0.0,0.0,0,0,16,0.9919,0.06229,0.2496,0.4919,0.7682,1,0
"Right before the scene where the man stands to play a clarinet, which instrument is he shown playing while seated?",216,16,0.0,0.0,0,0,16,1.1213,0.05675,0.2382,0.6213,1.0,1,0
"During the lively fist-tapping game between the two hosts in the studio, what does the woman briefly do midway before resuming the taps?",216,16,0.0,0.0,0,0,16,0.6253,0.05241,0.2289,0.1566,0.508,1,0
"Right after the woman finishes picking up the small white objects with a stick, which object does she demonstrate techniques with in the very next segment?",134,16,0.0,0.0,0,0,16,0.8324,0.05156,0.2271,0.3324,0.7167,1,0
"During the earlier pink-lit indoor gathering, what unconventional item does the man in the green shirt hand out for players to throw at the dartboard before later scenes show people using real darts?",157,16,0.0,0.0,0,0,16,0.8717,0.04328,0.208,0.3717,1.0,1,0
"After the boxer finishes his sequence of high kicks and rapid jabs, what exercise does he start performing inside the ring?",200,16,0.0,0.0,0,0,16,0.8444,0.04092,0.2023,0.3444,0.9091,1,0
What single word is painted on the large wooden ramp that the BMX rider descends while two other people watch from the top?,138,16,0.0,0.0,0,0,16,0.5783,0.03591,0.1895,0.0783,0.7125,1,0
"During the later side-by-side close-up comparison, which distinct hairstyle is shown on the woman’s left side opposite her voluminous loose curls?",151,16,0.0,0.0,0,0,16,1.0867,0.03449,0.1857,0.5867,0.9126,1,0
"Besides the yellow popsicle, what additional object does the toddler hold before the princess-costumed child joins him on the couch?",211,16,0.0,0.0,0,0,16,0.5756,0.03044,0.1745,0.0756,0.625,1,0
"After clear liquid is poured into the transparent container, which object does a hand submerge in the liquid before lifting the container away?",162,16,0.0,0.0,0,0,16,0.8943,0.03,0.1732,0.3943,0.9417,1,0
"After the sandcastle builder finishes drawing vertical lines with a stick, what tool do they use next to continue carving the structure?",178,16,0.0,0.0,0,0,16,0.6642,0.02892,0.1701,0.1642,0.6667,1,0
What is the seated person on the blue bench doing when the camera briefly leaves the surrounding badminton action to focus on them?,146,16,0.0,0.0,0,0,16,0.8133,0.02884,0.1698,0.3133,0.5333,1,0
Which object does the man first closely inspect and later use to rub along the wooden gun stock?,186,16,0.0,0.0,0,0,16,0.9192,0.02873,0.1695,0.4192,0.7,1,0
"After the beach scene where a brown dog is led across the sand, what is notable about the leash when a barefoot girl later walks a bulldog along the sidewalk?",231,16,0.0,0.0,0,0,16,1.0252,0.02842,0.1686,0.5252,0.8,1,0
"After initially standing on the beach simply holding a ball, what particular skill does the same man display with it before walking away from the volleyball net?",141,16,0.0,0.0,0,0,16,0.827,0.02818,0.1679,0.327,0.6667,1,0
What happens immediately after the windsurfer lifts the board with one hand while still holding the sail?,159,16,0.0,0.0,0,0,16,0.7039,0.02818,0.1679,0.2039,0.5522,1,0
"After finishing their careful page-turning through luxury fashion magazines, which object does the same lanyard-wearing person employ to flatten another magazine on the glass surface?",185,16,0.0,0.0,0,0,16,0.6931,0.02798,0.1673,0.1931,0.4374,1,0
"After the performer’s handstand in which she balances a spinning hoop around her head, in what body position does she next balance the hoop vertically using only her feet?",223,16,0.0,0.0,0,0,16,1.0137,0.02661,0.1631,0.5137,0.8143,1,0
"After the sequence of scenes where children roll bowling balls, what activity is the young girl in a blue sweater and pink pants shown doing?",232,16,0.0,0.0,0,0,16,0.6566,0.02652,0.1629,0.1566,0.4524,1,0
"During the continuous navel procedure that begins when gloved hands arrive with scissors and tweezers and continues through needle insertion and jewelry placement, which tool do the gloved hands consistently use to grasp and stabilize the skin?",215,16,0.0,0.0,0,0,16,1.1643,0.02493,0.1579,0.6643,0.9296,1,0
"After showcasing a WhistlePig Straight Rye bottle, which bottle does the man replace it with and leave as the focal object on the black table?",231,16,0.0,0.0,0,0,16,1.0686,0.02362,0.1537,0.5999,0.7729,1,0
"After the man pauses from writing with his pen, but before later scenes show him smoking a cigarette, what does he light and leisurely smoke?",228,16,0.0,0.0,0,0,16,0.8657,0.0216,0.147,0.3657,0.5556,1,0
"After a shopper presents a Pepto-Bismol Ultra bottle, which produce item is subsequently picked up from the woven baskets?",195,16,0.0,0.0,0,0,16,1.1179,0.02032,0.1426,0.6179,0.9141,1,0
"After she sprays water on different sections and smooths them with a paddle brush, how does the woman collect her hair?",169,16,0.0,0.0,0,0,16,0.624,0.01908,0.1381,0.124,0.3889,1,0
"After the worker adjusts the red-and-black band saw and untangles the red cable on the workshop floor, what activity do they carry out next that sends a shower of bright sparks across the wooden surface?",141,16,0.0,0.0,0,0,16,0.613,0.01653,0.1286,0.113,0.5,1,0
"After the prolonged sequence of static cannabis plant close-ups, what kind of mask does the indoor smoker wear while holding and puffing a cigarette?",229,16,0.0,0.0,0,0,16,1.2243,0.01609,0.1268,0.7243,0.9207,1,0
"After Alexander Massialas’s jubilant 12-10 comeback point, what scoreboard reading is shown when only fifty seconds remain before Yuki Ota seals the win?",225,16,0.0,0.0,0,0,16,0.7222,0.01253,0.112,0.2222,0.5023,1,0
"After repeatedly adjusting her helmet while looking in the mirror, what piece of equipment does the plaid-skirted woman later use for her workout?",184,16,0.0,0.0,0,0,16,0.5957,0.01163,0.1078,0.0957,0.3619,1,0
During the earlier tabletop overview of styling equipment—shown before the stylist later grabs the “K7” spray bottle—which sizable item with a clear lid is singled out on the metallic tray?,187,16,0.0,0.0,0,0,16,0.9562,0.01157,0.1076,0.4562,0.6667,1,0
"Immediately after the footage of someone practicing tennis swings in the empty parking area, what activity is the following person shown doing indoors?",177,16,0.0,0.0,0,0,16,0.5412,0.01111,0.1054,0.0412,0.4167,1,0
"After the white-clad player completes his serve and walks toward the right side of the outdoor court, what phrase appears on screen to describe that delivery?",148,16,0.0,0.0,0,0,16,0.5538,0.01027,0.1013,0.0538,0.3226,1,0
"After the skiers struggle for space on the crowded lift amid on-screen captions like ""too fat – fail,"" what type of vehicle do two skiers later sit inside while preparing their gear before tackling the low-visibility slopes?",137,16,0.0,0.0,0,0,16,0.6057,0.00858,0.0926,0.1057,0.25,1,0
"After the extended series of horseback chases roping calves and cattle, which animal is later shown calmly pulling a small cart in the evening fairground scene?",141,16,0.0,0.0,0,0,16,0.6057,0.0083,0.0911,0.1057,0.2232,1,0
"After the lesson in which the brown-jacketed musician demonstrates recorder techniques, which instrument is he shown playing while instructing the white-shirted student immediately before the screen flashes the word “LEARN”?",175,16,0.0,0.0,0,0,16,0.5803,0.00585,0.0765,0.0803,0.3043,1,0
"After the person adjusts a wooden board near the dashboard, what do they later do to that same board inside the dimly lit car?",157,16,0.0,0.0,0,0,16,0.6666,0.00547,0.0739,0.1666,0.3333,1,0
What kind of marine organisms dominate the scene between the shot of a diver near a rocky cliff and the later shot of two divers swimming together in open water?,168,16,0.0,0.0,0,0,16,0.6027,0.00477,0.0691,0.1027,0.2265,1,0
"During the indoor practice sequence immediately before his interview beside the graffiti wall, what unconventional item does the bearded, cap-wearing man swing as a makeshift paddle?",213,16,0.0,0.0,0,0,16,0.5235,0.00422,0.0649,0.0235,0.2415,1,0
"After the hand adjusts the blue adapter in the power strip and then scrolls on its smartphone, which board game is stacked beside the phone on the shelf?",238,16,0.0,0.0,0,0,16,0.8462,0.00391,0.0625,0.3462,0.4667,1,0
Which kitchen appliance does the hand open after the pot on the stove is shown but before the microwave is switched on?,214,16,0.0,0.0,0,0,16,0.5371,0.0033,0.0575,0.0371,0.1695,1,0
"In the grooming scene occurring after the woman has just used a pink nail-trimming tool on the large dog, what color is the claw-clipping tool she uses next?",184,16,0.0,0.0,0,0,16,0.5175,0.00299,0.0547,0.0175,0.2263,1,0
"After the video’s opening scenes in the clothing store, which specific product does a hand later pick up from the grocery aisle’s condiment shelf?",142,16,0.0,0.0,0,0,16,0.5139,0.00289,0.0538,0.0139,0.2222,1,0
"After polishing both black shoes with a white cloth, what item does the cleaner use next to buff them further?",150,16,0.0,0.0,0,0,16,0.5196,0.00271,0.0521,0.0196,0.1667,1,0
"While the athlete wearing red and black shifts from practicing with a light object to throwing an actual shot put, how many observers stand nearby watching him?",184,16,0.0,0.0,0,0,16,0.5362,0.00258,0.0508,0.0362,0.1349,1,0
"In the scene where the man guides a blue-and-white craft through loops and dives instead of flying a kite, what object is he piloting over the lake?",236,16,0.0,0.0,0,0,16,0.623,0.0025,0.05,0.123,0.2,1,0
"After the group finishes talking beside the white fence but before the marching band resumes, what vehicle does a participant ride down the street?",152,16,0.0,0.0,0,0,16,0.5104,0.00163,0.0403,0.0104,0.1667,1,0
"After the credit card is slotted into the 'Super Cash' ATM, which boxed snack does the camera later focus on in the grocery store aisle?",139,16,0.0,0.0,0,0,16,0.5212,0.00144,0.0379,0.0212,0.1299,1,0
Which well-hidden creature becomes the central focus once the diver with the head-mounted camera has moved through the narrow rocky corridor?,225,16,0.0,0.0,0,0,16,0.501,2e-05,0.004,0.001,0.0165,1,0
"After browsing an online shopping app near the clothing display, which snack does the shopper later pick up and hold in the snack aisle?",142,16,0.0,0.0,0,0,16,0.5,0.0,0.0,0.0,0.0,1,1
"Immediately before the completed pumpkin is later rotated and shown glowing, what kind of tool is used to trace the portrait’s pre-drawn lines during carving?",181,16,0.0,0.0,0,0,16,0.5,0.0,0.0,0.0,0.0,1,1
"After a skateboarder slides across the wooden crate on the sidewalk, what later change is shown in the scene featuring that same crate?",192,16,0.0,0.0,0,0,16,0.5,0.0,0.0,0.0,0.0,1,1
"After the small white dog starts walking beside the stroller, what distinctive object does the stroller pusher stop and point toward on the sidewalk route?",196,16,0.0,0.0,0,0,16,0.5,0.0,0.0,0.0,0.0,1,1
"Immediately after the dentist finishes demonstrating with the oversized toothbrush and mouth model, what does the young girl do?",203,16,0.0,0.0,0,0,16,0.5,0.0,0.0,0.0,0.0,1,1
Who is interviewed immediately after the action sequence where a green-uniformed goalkeeper dives to stop a shot from a black-and-white attacker?,208,16,0.0,0.0,0,0,16,0.5,0.0,0.0,0.0,0.0,1,1
"After multiple baton-based routines, the dancers execute a part of the choreography where some lie on the studio floor before standing again; what new prop are they using during that floor segment?",214,16,0.0,0.0,0,0,16,0.5,0.0,0.0,0.0,0.0,1,1
"After the diver lands cleanly and the camera shows bored spectators by the pool, what exact caption appears on screen?",215,16,0.0,0.0,0,0,16,0.5,0.0,0.0,0.0,0.0,1,1
